record_id,tweet_id,categoria,label,source_record_count,all_assigned_categories,source_record_ids,category_conflict
fnxptbr-0161,1487166580513460224,política,fake,1,"[""política""]","[""fnxptbr-0161""]",False
fnxptbr-0162,1490777862059839488,política,fake,1,"[""política""]","[""fnxptbr-0162""]",False
fnxptbr-0163,1492227026832482306,política,fake,1,"[""política""]","[""fnxptbr-0163""]",False
fnxptbr-0164,1464117811056422941,saúde,fake,1,"[""saúde""]","[""fnxptbr-0164""]",False
fnxptbr-0165,1433251632440033287,política,fake,1,"[""política""]","[""fnxptbr-0165""]",False
fnxptbr-0166,1504492177237364741,política,fake,1,"[""política""]","[""fnxptbr-0166""]",False
fnxptbr-0167,1504798733367660544,política,fake,1,"[""política""]","[""fnxptbr-0167""]",False
fnxptbr-0168,1511642970327502854,outros,fake,1,"[""outros""]","[""fnxptbr-0168""]",False
fnxptbr-0169,1509585189458087939,política,fake,1,"[""política""]","[""fnxptbr-0169""]",False
fnxptbr-0170,1512723901410861057,outros,fake,1,"[""outros""]","[""fnxptbr-0170""]",False
fnxptbr-0171,1516094566998462473,política,fake,1,"[""política""]","[""fnxptbr-0171""]",False
fnxptbr-0172,1517955471461830657,política,fake,1,"[""política""]","[""fnxptbr-0172""]",False
fnxptbr-0173,1519509309041872898,política,fake,1,"[""política""]","[""fnxptbr-0173""]",False
fnxptbr-0174,1521467932617986050,política,fake,1,"[""política""]","[""fnxptbr-0174""]",False
fnxptbr-0175,1524352958523219968,outros,fake,1,"[""outros""]","[""fnxptbr-0175""]",False
fnxptbr-0176,1528378180360359936,outros,fake,1,"[""outros""]","[""fnxptbr-0176""]",False
fnxptbr-0177,1531181836671533059,política,fake,1,"[""política""]","[""fnxptbr-0177""]",False
fnxptbr-0178,1523117726889578496,política,fake,1,"[""política""]","[""fnxptbr-0178""]",False
fnxptbr-0179,1549204478192242688,política,fake,1,"[""política""]","[""fnxptbr-0179""]",False
fnxptbr-0180,1548132551058788353,política,fake,1,"[""política""]","[""fnxptbr-0180""]",False
fnxptbr-0181,1487489969681838080,política,fake,1,"[""política""]","[""fnxptbr-0181""]",False
fnxptbr-0182,1555131866101043201,política,fake,1,"[""política""]","[""fnxptbr-0182""]",False
fnxptbr-0183,1557689826543108096,política,fake,1,"[""política""]","[""fnxptbr-0183""]",False
fnxptbr-0184,1570228343592849408,política,fake,1,"[""política""]","[""fnxptbr-0184""]",False
fnxptbr-0185,1574202799570784256,política,fake,1,"[""política""]","[""fnxptbr-0185""]",False
fnxptbr-0186,1576540898292535297,política,fake,1,"[""política""]","[""fnxptbr-0186""]",False
fnxptbr-0187,1577421157351198721,política,fake,1,"[""política""]","[""fnxptbr-0187""]",False
fnxptbr-0188,1577302345913876480,política,fake,1,"[""política""]","[""fnxptbr-0188""]",False
fnxptbr-0189,1579424458103984129,política,fake,1,"[""política""]","[""fnxptbr-0189""]",False
fnxptbr-0190,1582603998791864321,política,fake,1,"[""política""]","[""fnxptbr-0190""]",False
fnxptbr-0191,1583981685024395264,política,fake,1,"[""política""]","[""fnxptbr-0191""]",False
fnxptbr-0192,1584988926451675136,política,fake,1,"[""política""]","[""fnxptbr-0192""]",False
fnxptbr-0193,1586840221643071494,política,fake,1,"[""política""]","[""fnxptbr-0193""]",False
fnxptbr-0194,1587156289569816577,política,fake,1,"[""política""]","[""fnxptbr-0194""]",False
fnxptbr-0195,1587411417501954049,política,fake,1,"[""política""]","[""fnxptbr-0195""]",False
fnxptbr-0196,1252273926807392257,política,fake,1,"[""política""]","[""fnxptbr-0196""]",False
fnxptbr-0197,1588000848331816960,política,fake,1,"[""política""]","[""fnxptbr-0197""]",False
fnxptbr-0198,1590370649817874434,política,fake,1,"[""política""]","[""fnxptbr-0198""]",False
fnxptbr-0199,1591564332810522625,política,fake,1,"[""política""]","[""fnxptbr-0199""]",False
fnxptbr-0200,1592640989902299136,saúde,fake,1,"[""saúde""]","[""fnxptbr-0200""]",False
fnxptbr-0201,1614271084177547266,política,fake,1,"[""política""]","[""fnxptbr-0201""]",False
fnxptbr-0202,1596891168641781763,política,fake,1,"[""política""]","[""fnxptbr-0202""]",False
fnxptbr-0203,1596139908061859842,política,fake,1,"[""política""]","[""fnxptbr-0203""]",False
fnxptbr-0204,1599822687790305280,outros,fake,1,"[""outros""]","[""fnxptbr-0204""]",False
fnxptbr-0205,1599859812199632896,política,fake,1,"[""política""]","[""fnxptbr-0205""]",False
fnxptbr-0206,1598454306876936211,política,fake,1,"[""política""]","[""fnxptbr-0206""]",False
fnxptbr-0207,1601747309565386752,saúde,fake,1,"[""saúde""]","[""fnxptbr-0207""]",False
fnxptbr-0208,1600411592713244674,política,fake,1,"[""política""]","[""fnxptbr-0208""]",False
fnxptbr-0209,1601014431999496192,política,fake,1,"[""política""]","[""fnxptbr-0209""]",False
fnxptbr-0210,1604638344444383232,política,fake,1,"[""política""]","[""fnxptbr-0210""]",False
fnxptbr-0211,1603148931055161345,outros,fake,1,"[""outros""]","[""fnxptbr-0211""]",False
fnxptbr-0212,1609603298885079040,política,fake,1,"[""política""]","[""fnxptbr-0212""]",False
fnxptbr-0213,1607116250135633928,política,fake,1,"[""política""]","[""fnxptbr-0213""]",False
fnxptbr-0214,1609900422860529664,política,fake,1,"[""política""]","[""fnxptbr-0214""]",False
fnxptbr-0215,1612303702613790720,política,fake,1,"[""política""]","[""fnxptbr-0215""]",False
fnxptbr-0216,1617213431647535105,saúde,fake,1,"[""saúde""]","[""fnxptbr-0216""]",False
fnxptbr-0217,1635927656444116994,política,fake,1,"[""política""]","[""fnxptbr-0217""]",False
fnxptbr-0218,1618739947426680832,política,fake,1,"[""política""]","[""fnxptbr-0218""]",False
fnxptbr-0219,1622266783158738946,saúde,fake,1,"[""saúde""]","[""fnxptbr-0219""]",False
fnxptbr-0220,1618675201524236288,saúde,fake,1,"[""saúde""]","[""fnxptbr-0220""]",False
fnxptbr-0221,1621806646296023041,política,fake,1,"[""política""]","[""fnxptbr-0221""]",False
fnxptbr-0222,1623015211622928390,política,fake,1,"[""política""]","[""fnxptbr-0222""]",False
fnxptbr-0223,1623542918228348933,política,fake,1,"[""política""]","[""fnxptbr-0223""]",False
fnxptbr-0224,1628781692784877570,outros,fake,1,"[""outros""]","[""fnxptbr-0224""]",False
fnxptbr-0225,1630045138041860096,política,fake,1,"[""política""]","[""fnxptbr-0225""]",False
fnxptbr-0226,1631973097250095104,saúde,fake,1,"[""saúde""]","[""fnxptbr-0226""]",False
fnxptbr-0227,1632206566777561089,política,fake,1,"[""política""]","[""fnxptbr-0227""]",False
fnxptbr-0228,1631625851186937857,política,fake,1,"[""política""]","[""fnxptbr-0228""]",False
fnxptbr-0229,1728455820558410198,política,fake,1,"[""política""]","[""fnxptbr-0229""]",False
fnxptbr-0230,1639596545484963840,política,fake,1,"[""política""]","[""fnxptbr-0230""]",False
fnxptbr-0231,1641853322972758048,política,fake,1,"[""política""]","[""fnxptbr-0231""]",False
fnxptbr-0232,1641739965980631042,saúde,fake,1,"[""saúde""]","[""fnxptbr-0232""]",False
fnxptbr-0233,1640530026612371458,política,fake,1,"[""política""]","[""fnxptbr-0233""]",False
fnxptbr-0234,1295124468004794370,política,fake,1,"[""política""]","[""fnxptbr-0234""]",False
fnxptbr-0235,1650348275763933187,política,fake,1,"[""política""]","[""fnxptbr-0235""]",False
fnxptbr-0236,1654560483205337088,política,fake,1,"[""política""]","[""fnxptbr-0236""]",False
fnxptbr-0237,1655529817884835841,política,fake,1,"[""política""]","[""fnxptbr-0237""]",False
fnxptbr-0238,1657865778094391298,saúde,fake,1,"[""saúde""]","[""fnxptbr-0238""]",False
fnxptbr-0239,1664398155650048000,política,fake,1,"[""política""]","[""fnxptbr-0239""]",False
fnxptbr-0240,1664817597123031040,política,fake,1,"[""política""]","[""fnxptbr-0240""]",False
fnxptbr-0241,1737493376608411751,saúde,fake,1,"[""saúde""]","[""fnxptbr-0241""]",False
fnxptbr-0242,1676615829478055936,ambiente,fake,1,"[""ambiente""]","[""fnxptbr-0242""]",False
fnxptbr-0243,1681122538447941632,saúde,fake,1,"[""saúde""]","[""fnxptbr-0243""]",False
fnxptbr-0244,1685837734735126528,celebridades,fake,1,"[""celebridades""]","[""fnxptbr-0244""]",False
fnxptbr-0245,1607714056097652736,política,fake,1,"[""política""]","[""fnxptbr-0245""]",False
fnxptbr-0246,1712431012204986732,política,fake,1,"[""política""]","[""fnxptbr-0246""]",False
fnxptbr-0247,1674577415190749187,política,fake,1,"[""política""]","[""fnxptbr-0247""]",False
fnxptbr-0248,1690081707502755841,política,fake,1,"[""política""]","[""fnxptbr-0248""]",False
fnxptbr-0249,1687462177119072256,ambiente,fake,1,"[""ambiente""]","[""fnxptbr-0249""]",False
fnxptbr-0250,1692356472263319574,política,fake,1,"[""política""]","[""fnxptbr-0250""]",False
fnxptbr-0251,1614351511319990280,política,fake,1,"[""política""]","[""fnxptbr-0251""]",False
fnxptbr-0252,1618060372686274560,política,fake,1,"[""política""]","[""fnxptbr-0252""]",False
fnxptbr-0253,1683972430799179778,política,fake,1,"[""política""]","[""fnxptbr-0253""]",False
fnxptbr-0254,1818287528270532960,política,fake,1,"[""política""]","[""fnxptbr-0254""]",False
fnxptbr-0255,1693581217663275013,saúde,fake,1,"[""saúde""]","[""fnxptbr-0255""]",False
fnxptbr-0256,1700853018235633746,política,fake,1,"[""política""]","[""fnxptbr-0256""]",False
fnxptbr-0257,1702337242499539325,política,fake,1,"[""política""]","[""fnxptbr-0257""]",False
fnxptbr-0258,1702077615131983942,ambiente,fake,1,"[""ambiente""]","[""fnxptbr-0258""]",False
fnxptbr-0259,1701730027421712393,política,fake,1,"[""política""]","[""fnxptbr-0259""]",False
fnxptbr-0260,1612835640294400001,política,fake,1,"[""política""]","[""fnxptbr-0260""]",False
fnxptbr-0261,1716830727776677909,política,fake,1,"[""política""]","[""fnxptbr-0261""]",False
fnxptbr-0262,1706680755382784333,política,fake,1,"[""política""]","[""fnxptbr-0262""]",False
fnxptbr-0263,1708983146048368650,saúde,fake,1,"[""saúde""]","[""fnxptbr-0263""]",False
fnxptbr-0264,1707835132218925116,saúde,fake,1,"[""saúde""]","[""fnxptbr-0264""]",False
fnxptbr-0265,1711325505281044621,política,fake,1,"[""política""]","[""fnxptbr-0265""]",False
fnxptbr-0266,1714384928094265434,política,fake,1,"[""política""]","[""fnxptbr-0266""]",False
fnxptbr-0267,1713184906400891242,política,fake,1,"[""política""]","[""fnxptbr-0267""]",False
fnxptbr-0268,1717940800665891173,celebridades,fake,1,"[""celebridades""]","[""fnxptbr-0268""]",False
fnxptbr-0269,1726584112079843825,política,fake,1,"[""política""]","[""fnxptbr-0269""]",False
fnxptbr-0270,1727392731704488051,ambiente,fake,1,"[""ambiente""]","[""fnxptbr-0270""]",False
fnxptbr-0271,1729443917429371089,política,fake,1,"[""política""]","[""fnxptbr-0271""]",False
fnxptbr-0272,1733999840130957566,política,fake,1,"[""política""]","[""fnxptbr-0272""]",False
fnxptbr-0273,1737103265203134767,política,fake,1,"[""política""]","[""fnxptbr-0273""]",False
fnxptbr-0274,1764991578811011421,política,fake,1,"[""política""]","[""fnxptbr-0274""]",False
fnxptbr-0275,1736777420475076917,política,fake,1,"[""política""]","[""fnxptbr-0275""]",False
fnxptbr-0276,1744399204376510475,política,fake,1,"[""política""]","[""fnxptbr-0276""]",False
fnxptbr-0277,1747552295582159017,saúde,fake,1,"[""saúde""]","[""fnxptbr-0277""]",False
fnxptbr-0278,1488248416606035973,política,fake,1,"[""política""]","[""fnxptbr-0278""]",False
fnxptbr-0279,1746864486193971446,política,fake,1,"[""política""]","[""fnxptbr-0279""]",False
fnxptbr-0280,1850698254947676447,política,fake,1,"[""política""]","[""fnxptbr-0280""]",False
fnxptbr-0281,1748977332331909417,saúde,fake,1,"[""saúde""]","[""fnxptbr-0281""]",False
fnxptbr-0282,1757865481971634653,política,fake,1,"[""política""]","[""fnxptbr-0282""]",False
