protocol,fold,model,overlap_definition,author_seen,n,accuracy
lodo,política,bert-KNeighbors,author_seen_in_development,False,380,0.6342105263157894
lodo,política,bert-KNeighbors,author_seen_in_development,True,55,0.6181818181818182
lodo,saúde,bert-KNeighbors,author_seen_in_fit_train,False,114,0.6228070175438597
lodo,saúde,bert-KNeighbors,author_seen_in_fit_train,True,29,0.6206896551724138
lodo,saúde,bert-KNeighbors,author_seen_in_development,False,109,0.6146788990825688
lodo,saúde,bert-KNeighbors,author_seen_in_development,True,34,0.6470588235294118
lodo,ambiente,bert-LightGBM,author_seen_in_fit_train,False,17,0.6470588235294118
lodo,ambiente,bert-LightGBM,author_seen_in_fit_train,True,5,1.0
lodo,ambiente,bert-LightGBM,author_seen_in_development,False,17,0.6470588235294118
lodo,ambiente,bert-LightGBM,author_seen_in_development,True,5,1.0
lodo,celebridades,bert-LightGBM,author_seen_in_fit_train,False,7,0.7142857142857143
lodo,celebridades,bert-LightGBM,author_seen_in_fit_train,True,1,1.0
lodo,celebridades,bert-LightGBM,author_seen_in_development,False,7,0.7142857142857143
lodo,celebridades,bert-LightGBM,author_seen_in_development,True,1,1.0
lodo,economia,bert-LightGBM,author_seen_in_fit_train,False,4,0.75
lodo,economia,bert-LightGBM,author_seen_in_fit_train,True,4,0.25
lodo,economia,bert-LightGBM,author_seen_in_development,False,4,0.75
lodo,economia,bert-LightGBM,author_seen_in_development,True,4,0.25
lodo,outros,bert-LightGBM,author_seen_in_fit_train,False,31,0.8064516129032258
lodo,outros,bert-LightGBM,author_seen_in_fit_train,True,13,0.6153846153846154
lodo,outros,bert-LightGBM,author_seen_in_development,False,31,0.8064516129032258
lodo,outros,bert-LightGBM,author_seen_in_development,True,13,0.6153846153846154
lodo,política,bert-LightGBM,author_seen_in_fit_train,False,383,0.6579634464751958
lodo,política,bert-LightGBM,author_seen_in_fit_train,True,52,0.7884615384615384
lodo,política,bert-LightGBM,author_seen_in_development,False,380,0.6578947368421053
lodo,política,bert-LightGBM,author_seen_in_development,True,55,0.7818181818181819
lodo,saúde,bert-LightGBM,author_seen_in_fit_train,False,114,0.6929824561403509
lodo,saúde,bert-LightGBM,author_seen_in_fit_train,True,29,0.6551724137931034
lodo,saúde,bert-LightGBM,author_seen_in_development,False,109,0.6788990825688074
lodo,saúde,bert-LightGBM,author_seen_in_development,True,34,0.7058823529411765
lodo,ambiente,bert-LogisticRegression,author_seen_in_fit_train,False,17,0.8235294117647058
lodo,ambiente,bert-LogisticRegression,author_seen_in_fit_train,True,5,1.0
lodo,ambiente,bert-LogisticRegression,author_seen_in_development,False,17,0.8235294117647058
lodo,ambiente,bert-LogisticRegression,author_seen_in_development,True,5,1.0
lodo,celebridades,bert-LogisticRegression,author_seen_in_fit_train,False,7,0.7142857142857143
lodo,celebridades,bert-LogisticRegression,author_seen_in_fit_train,True,1,1.0
lodo,celebridades,bert-LogisticRegression,author_seen_in_development,False,7,0.7142857142857143
lodo,celebridades,bert-LogisticRegression,author_seen_in_development,True,1,1.0
lodo,economia,bert-LogisticRegression,author_seen_in_fit_train,False,4,0.75
lodo,economia,bert-LogisticRegression,author_seen_in_fit_train,True,4,0.25
lodo,economia,bert-LogisticRegression,author_seen_in_development,False,4,0.75
lodo,economia,bert-LogisticRegression,author_seen_in_development,True,4,0.25
lodo,outros,bert-LogisticRegression,author_seen_in_fit_train,False,31,0.8387096774193549
lodo,outros,bert-LogisticRegression,author_seen_in_fit_train,True,13,0.7692307692307693
lodo,outros,bert-LogisticRegression,author_seen_in_development,False,31,0.8387096774193549
lodo,outros,bert-LogisticRegression,author_seen_in_development,True,13,0.7692307692307693
lodo,política,bert-LogisticRegression,author_seen_in_fit_train,False,383,0.7049608355091384
lodo,política,bert-LogisticRegression,author_seen_in_fit_train,True,52,0.8269230769230769
lodo,política,bert-LogisticRegression,author_seen_in_development,False,380,0.7052631578947368
lodo,política,bert-LogisticRegression,author_seen_in_development,True,55,0.8181818181818182
lodo,saúde,bert-LogisticRegression,author_seen_in_fit_train,False,114,0.7192982456140351
lodo,saúde,bert-LogisticRegression,author_seen_in_fit_train,True,29,0.6551724137931034
lodo,saúde,bert-LogisticRegression,author_seen_in_development,False,109,0.7155963302752294
lodo,saúde,bert-LogisticRegression,author_seen_in_development,True,34,0.6764705882352942
lodo,ambiente,bert-RandomForest,author_seen_in_fit_train,False,17,0.7647058823529411
lodo,ambiente,bert-RandomForest,author_seen_in_fit_train,True,5,1.0
lodo,ambiente,bert-RandomForest,author_seen_in_development,False,17,0.7647058823529411
lodo,ambiente,bert-RandomForest,author_seen_in_development,True,5,1.0
lodo,celebridades,bert-RandomForest,author_seen_in_fit_train,False,7,0.7142857142857143
lodo,celebridades,bert-RandomForest,author_seen_in_fit_train,True,1,1.0
lodo,celebridades,bert-RandomForest,author_seen_in_development,False,7,0.7142857142857143
lodo,celebridades,bert-RandomForest,author_seen_in_development,True,1,1.0
lodo,economia,bert-RandomForest,author_seen_in_fit_train,False,4,0.75
lodo,economia,bert-RandomForest,author_seen_in_fit_train,True,4,0.5
lodo,economia,bert-RandomForest,author_seen_in_development,False,4,0.75
lodo,economia,bert-RandomForest,author_seen_in_development,True,4,0.5
lodo,outros,bert-RandomForest,author_seen_in_fit_train,False,31,0.8387096774193549
lodo,outros,bert-RandomForest,author_seen_in_fit_train,True,13,0.7692307692307693
lodo,outros,bert-RandomForest,author_seen_in_development,False,31,0.8387096774193549
lodo,outros,bert-RandomForest,author_seen_in_development,True,13,0.7692307692307693
lodo,política,bert-RandomForest,author_seen_in_fit_train,False,383,0.6997389033942559
lodo,política,bert-RandomForest,author_seen_in_fit_train,True,52,0.7692307692307693
lodo,política,bert-RandomForest,author_seen_in_development,False,380,0.6973684210526315
lodo,política,bert-RandomForest,author_seen_in_development,True,55,0.7818181818181819
lodo,saúde,bert-RandomForest,author_seen_in_fit_train,False,114,0.6754385964912281
lodo,saúde,bert-RandomForest,author_seen_in_fit_train,True,29,0.5862068965517241
lodo,saúde,bert-RandomForest,author_seen_in_development,False,109,0.6697247706422018
lodo,saúde,bert-RandomForest,author_seen_in_development,True,34,0.6176470588235294
lodo,ambiente,bert-SVC,author_seen_in_fit_train,False,17,0.8235294117647058
lodo,ambiente,bert-SVC,author_seen_in_fit_train,True,5,0.8
lodo,ambiente,bert-SVC,author_seen_in_development,False,17,0.8235294117647058
lodo,ambiente,bert-SVC,author_seen_in_development,True,5,0.8
lodo,celebridades,bert-SVC,author_seen_in_fit_train,False,7,0.7142857142857143
lodo,celebridades,bert-SVC,author_seen_in_fit_train,True,1,1.0
lodo,celebridades,bert-SVC,author_seen_in_development,False,7,0.7142857142857143
lodo,celebridades,bert-SVC,author_seen_in_development,True,1,1.0
lodo,economia,bert-SVC,author_seen_in_fit_train,False,4,0.5
lodo,economia,bert-SVC,author_seen_in_fit_train,True,4,0.25
lodo,economia,bert-SVC,author_seen_in_development,False,4,0.5
lodo,economia,bert-SVC,author_seen_in_development,True,4,0.25
lodo,outros,bert-SVC,author_seen_in_fit_train,False,31,0.8387096774193549
lodo,outros,bert-SVC,author_seen_in_fit_train,True,13,0.9230769230769231
lodo,outros,bert-SVC,author_seen_in_development,False,31,0.8387096774193549
lodo,outros,bert-SVC,author_seen_in_development,True,13,0.9230769230769231
lodo,política,bert-SVC,author_seen_in_fit_train,False,383,0.6997389033942559
lodo,política,bert-SVC,author_seen_in_fit_train,True,52,0.8076923076923077
lodo,política,bert-SVC,author_seen_in_development,False,380,0.7
lodo,política,bert-SVC,author_seen_in_development,True,55,0.8
lodo,saúde,bert-SVC,author_seen_in_fit_train,False,114,0.6929824561403509
lodo,saúde,bert-SVC,author_seen_in_fit_train,True,29,0.6206896551724138
lodo,saúde,bert-SVC,author_seen_in_development,False,109,0.6880733944954128
lodo,saúde,bert-SVC,author_seen_in_development,True,34,0.6470588235294118
lodo,ambiente,bert-XGBoost,author_seen_in_fit_train,False,17,0.7058823529411765
lodo,ambiente,bert-XGBoost,author_seen_in_fit_train,True,5,1.0
lodo,ambiente,bert-XGBoost,author_seen_in_development,False,17,0.7058823529411765
lodo,ambiente,bert-XGBoost,author_seen_in_development,True,5,1.0
lodo,celebridades,bert-XGBoost,author_seen_in_fit_train,False,7,0.7142857142857143
lodo,celebridades,bert-XGBoost,author_seen_in_fit_train,True,1,0.0
lodo,celebridades,bert-XGBoost,author_seen_in_development,False,7,0.7142857142857143
lodo,celebridades,bert-XGBoost,author_seen_in_development,True,1,0.0
lodo,economia,bert-XGBoost,author_seen_in_fit_train,False,4,0.75
lodo,economia,bert-XGBoost,author_seen_in_fit_train,True,4,0.25
lodo,economia,bert-XGBoost,author_seen_in_development,False,4,0.75
lodo,economia,bert-XGBoost,author_seen_in_development,True,4,0.25
lodo,outros,bert-XGBoost,author_seen_in_fit_train,False,31,0.8064516129032258
lodo,outros,bert-XGBoost,author_seen_in_fit_train,True,13,0.7692307692307693
lodo,outros,bert-XGBoost,author_seen_in_development,False,31,0.8064516129032258
lodo,outros,bert-XGBoost,author_seen_in_development,True,13,0.7692307692307693
lodo,política,bert-XGBoost,author_seen_in_fit_train,False,383,0.7023498694516971
lodo,política,bert-XGBoost,author_seen_in_fit_train,True,52,0.7692307692307693
lodo,política,bert-XGBoost,author_seen_in_development,False,380,0.7026315789473684
lodo,política,bert-XGBoost,author_seen_in_development,True,55,0.7636363636363637
lodo,saúde,bert-XGBoost,author_seen_in_fit_train,False,114,0.7456140350877193
lodo,saúde,bert-XGBoost,author_seen_in_fit_train,True,29,0.5862068965517241
lodo,saúde,bert-XGBoost,author_seen_in_development,False,109,0.7431192660550459
lodo,saúde,bert-XGBoost,author_seen_in_development,True,34,0.6176470588235294
lodo,ambiente,bert_llm-LogisticRegression,author_seen_in_fit_train,False,17,0.8235294117647058
lodo,ambiente,bert_llm-LogisticRegression,author_seen_in_fit_train,True,5,1.0
lodo,ambiente,bert_llm-LogisticRegression,author_seen_in_development,False,17,0.8235294117647058
lodo,ambiente,bert_llm-LogisticRegression,author_seen_in_development,True,5,1.0
lodo,celebridades,bert_llm-LogisticRegression,author_seen_in_fit_train,False,7,0.7142857142857143
lodo,celebridades,bert_llm-LogisticRegression,author_seen_in_fit_train,True,1,1.0
lodo,celebridades,bert_llm-LogisticRegression,author_seen_in_development,False,7,0.7142857142857143
lodo,celebridades,bert_llm-LogisticRegression,author_seen_in_development,True,1,1.0
lodo,economia,bert_llm-LogisticRegression,author_seen_in_fit_train,False,4,0.75
lodo,economia,bert_llm-LogisticRegression,author_seen_in_fit_train,True,4,0.75
lodo,economia,bert_llm-LogisticRegression,author_seen_in_development,False,4,0.75
lodo,economia,bert_llm-LogisticRegression,author_seen_in_development,True,4,0.75
lodo,outros,bert_llm-LogisticRegression,author_seen_in_fit_train,False,31,0.8709677419354839
lodo,outros,bert_llm-LogisticRegression,author_seen_in_fit_train,True,13,0.7692307692307693
lodo,outros,bert_llm-LogisticRegression,author_seen_in_development,False,31,0.8709677419354839
lodo,outros,bert_llm-LogisticRegression,author_seen_in_development,True,13,0.7692307692307693
lodo,política,bert_llm-LogisticRegression,author_seen_in_fit_train,False,383,0.741514360313316
lodo,política,bert_llm-LogisticRegression,author_seen_in_fit_train,True,52,0.9038461538461539
lodo,política,bert_llm-LogisticRegression,author_seen_in_development,False,380,0.7394736842105263
lodo,política,bert_llm-LogisticRegression,author_seen_in_development,True,55,0.9090909090909091
lodo,saúde,bert_llm-LogisticRegression,author_seen_in_fit_train,False,114,0.7456140350877193
lodo,saúde,bert_llm-LogisticRegression,author_seen_in_fit_train,True,29,0.6896551724137931
lodo,saúde,bert_llm-LogisticRegression,author_seen_in_development,False,109,0.7431192660550459
lodo,saúde,bert_llm-LogisticRegression,author_seen_in_development,True,34,0.7058823529411765
lodo,ambiente,bert_llm-RandomForest,author_seen_in_fit_train,False,17,0.6470588235294118
lodo,ambiente,bert_llm-RandomForest,author_seen_in_fit_train,True,5,1.0
lodo,ambiente,bert_llm-RandomForest,author_seen_in_development,False,17,0.6470588235294118
lodo,ambiente,bert_llm-RandomForest,author_seen_in_development,True,5,1.0
lodo,celebridades,bert_llm-RandomForest,author_seen_in_fit_train,False,7,0.7142857142857143
lodo,celebridades,bert_llm-RandomForest,author_seen_in_fit_train,True,1,1.0
lodo,celebridades,bert_llm-RandomForest,author_seen_in_development,False,7,0.7142857142857143
lodo,celebridades,bert_llm-RandomForest,author_seen_in_development,True,1,1.0
lodo,economia,bert_llm-RandomForest,author_seen_in_fit_train,False,4,0.75
lodo,economia,bert_llm-RandomForest,author_seen_in_fit_train,True,4,0.5
lodo,economia,bert_llm-RandomForest,author_seen_in_development,False,4,0.75
lodo,economia,bert_llm-RandomForest,author_seen_in_development,True,4,0.5
lodo,outros,bert_llm-RandomForest,author_seen_in_fit_train,False,31,0.8064516129032258
lodo,outros,bert_llm-RandomForest,author_seen_in_fit_train,True,13,0.8461538461538461
lodo,outros,bert_llm-RandomForest,author_seen_in_development,False,31,0.8064516129032258
lodo,outros,bert_llm-RandomForest,author_seen_in_development,True,13,0.8461538461538461
lodo,política,bert_llm-RandomForest,author_seen_in_fit_train,False,383,0.7075718015665796
lodo,política,bert_llm-RandomForest,author_seen_in_fit_train,True,52,0.8269230769230769
lodo,política,bert_llm-RandomForest,author_seen_in_development,False,380,0.7052631578947368
lodo,política,bert_llm-RandomForest,author_seen_in_development,True,55,0.8363636363636363
lodo,saúde,bert_llm-RandomForest,author_seen_in_fit_train,False,114,0.7192982456140351
lodo,saúde,bert_llm-RandomForest,author_seen_in_fit_train,True,29,0.5862068965517241
lodo,saúde,bert_llm-RandomForest,author_seen_in_development,False,109,0.7155963302752294
lodo,saúde,bert_llm-RandomForest,author_seen_in_development,True,34,0.6176470588235294
lodo,ambiente,bert_llm-SVC,author_seen_in_fit_train,False,17,0.8235294117647058
lodo,ambiente,bert_llm-SVC,author_seen_in_fit_train,True,5,1.0
lodo,ambiente,bert_llm-SVC,author_seen_in_development,False,17,0.8235294117647058
lodo,ambiente,bert_llm-SVC,author_seen_in_development,True,5,1.0
lodo,celebridades,bert_llm-SVC,author_seen_in_fit_train,False,7,0.7142857142857143
lodo,celebridades,bert_llm-SVC,author_seen_in_fit_train,True,1,1.0
lodo,celebridades,bert_llm-SVC,author_seen_in_development,False,7,0.7142857142857143
lodo,celebridades,bert_llm-SVC,author_seen_in_development,True,1,1.0
lodo,economia,bert_llm-SVC,author_seen_in_fit_train,False,4,0.5
lodo,economia,bert_llm-SVC,author_seen_in_fit_train,True,4,0.5
lodo,economia,bert_llm-SVC,author_seen_in_development,False,4,0.5
lodo,economia,bert_llm-SVC,author_seen_in_development,True,4,0.5
lodo,outros,bert_llm-SVC,author_seen_in_fit_train,False,31,0.8709677419354839
lodo,outros,bert_llm-SVC,author_seen_in_fit_train,True,13,0.8461538461538461
lodo,outros,bert_llm-SVC,author_seen_in_development,False,31,0.8709677419354839
lodo,outros,bert_llm-SVC,author_seen_in_development,True,13,0.8461538461538461
lodo,política,bert_llm-SVC,author_seen_in_fit_train,False,383,0.7180156657963447
lodo,política,bert_llm-SVC,author_seen_in_fit_train,True,52,0.8461538461538461
lodo,política,bert_llm-SVC,author_seen_in_development,False,380,0.7157894736842105
lodo,política,bert_llm-SVC,author_seen_in_development,True,55,0.8545454545454545
lodo,saúde,bert_llm-SVC,author_seen_in_fit_train,False,114,0.7368421052631579
lodo,saúde,bert_llm-SVC,author_seen_in_fit_train,True,29,0.6551724137931034
lodo,saúde,bert_llm-SVC,author_seen_in_development,False,109,0.7247706422018348
lodo,saúde,bert_llm-SVC,author_seen_in_development,True,34,0.7058823529411765
lodo,ambiente,bert_meta-LogisticRegression,author_seen_in_fit_train,False,17,0.7647058823529411
lodo,ambiente,bert_meta-LogisticRegression,author_seen_in_fit_train,True,5,1.0
lodo,ambiente,bert_meta-LogisticRegression,author_seen_in_development,False,17,0.7647058823529411
lodo,ambiente,bert_meta-LogisticRegression,author_seen_in_development,True,5,1.0
lodo,celebridades,bert_meta-LogisticRegression,author_seen_in_fit_train,False,7,0.7142857142857143
lodo,celebridades,bert_meta-LogisticRegression,author_seen_in_fit_train,True,1,1.0
lodo,celebridades,bert_meta-LogisticRegression,author_seen_in_development,False,7,0.7142857142857143
lodo,celebridades,bert_meta-LogisticRegression,author_seen_in_development,True,1,1.0
lodo,economia,bert_meta-LogisticRegression,author_seen_in_fit_train,False,4,1.0
lodo,economia,bert_meta-LogisticRegression,author_seen_in_fit_train,True,4,0.5
lodo,economia,bert_meta-LogisticRegression,author_seen_in_development,False,4,1.0
lodo,economia,bert_meta-LogisticRegression,author_seen_in_development,True,4,0.5
lodo,outros,bert_meta-LogisticRegression,author_seen_in_fit_train,False,31,0.8709677419354839
lodo,outros,bert_meta-LogisticRegression,author_seen_in_fit_train,True,13,0.9230769230769231
lodo,outros,bert_meta-LogisticRegression,author_seen_in_development,False,31,0.8709677419354839
lodo,outros,bert_meta-LogisticRegression,author_seen_in_development,True,13,0.9230769230769231
lodo,política,bert_meta-LogisticRegression,author_seen_in_fit_train,False,383,0.7284595300261096
lodo,política,bert_meta-LogisticRegression,author_seen_in_fit_train,True,52,0.8076923076923077
lodo,política,bert_meta-LogisticRegression,author_seen_in_development,False,380,0.7263157894736842
lodo,política,bert_meta-LogisticRegression,author_seen_in_development,True,55,0.8181818181818182
lodo,saúde,bert_meta-LogisticRegression,author_seen_in_fit_train,False,114,0.7719298245614035
lodo,saúde,bert_meta-LogisticRegression,author_seen_in_fit_train,True,29,0.7931034482758621
lodo,saúde,bert_meta-LogisticRegression,author_seen_in_development,False,109,0.7614678899082569
lodo,saúde,bert_meta-LogisticRegression,author_seen_in_development,True,34,0.8235294117647058
lodo,ambiente,bert_meta-RandomForest,author_seen_in_fit_train,False,17,0.7058823529411765
lodo,ambiente,bert_meta-RandomForest,author_seen_in_fit_train,True,5,1.0
lodo,ambiente,bert_meta-RandomForest,author_seen_in_development,False,17,0.7058823529411765
lodo,ambiente,bert_meta-RandomForest,author_seen_in_development,True,5,1.0
lodo,celebridades,bert_meta-RandomForest,author_seen_in_fit_train,False,7,0.7142857142857143
lodo,celebridades,bert_meta-RandomForest,author_seen_in_fit_train,True,1,1.0
lodo,celebridades,bert_meta-RandomForest,author_seen_in_development,False,7,0.7142857142857143
lodo,celebridades,bert_meta-RandomForest,author_seen_in_development,True,1,1.0
lodo,economia,bert_meta-RandomForest,author_seen_in_fit_train,False,4,0.75
lodo,economia,bert_meta-RandomForest,author_seen_in_fit_train,True,4,0.5
lodo,economia,bert_meta-RandomForest,author_seen_in_development,False,4,0.75
lodo,economia,bert_meta-RandomForest,author_seen_in_development,True,4,0.5
lodo,outros,bert_meta-RandomForest,author_seen_in_fit_train,False,31,0.8064516129032258
lodo,outros,bert_meta-RandomForest,author_seen_in_fit_train,True,13,0.8461538461538461
lodo,outros,bert_meta-RandomForest,author_seen_in_development,False,31,0.8064516129032258
lodo,outros,bert_meta-RandomForest,author_seen_in_development,True,13,0.8461538461538461
lodo,política,bert_meta-RandomForest,author_seen_in_fit_train,False,383,0.7467362924281984
lodo,política,bert_meta-RandomForest,author_seen_in_fit_train,True,52,0.8269230769230769
lodo,política,bert_meta-RandomForest,author_seen_in_development,False,380,0.7447368421052631
lodo,política,bert_meta-RandomForest,author_seen_in_development,True,55,0.8363636363636363
lodo,saúde,bert_meta-RandomForest,author_seen_in_fit_train,False,114,0.7456140350877193
lodo,saúde,bert_meta-RandomForest,author_seen_in_fit_train,True,29,0.6206896551724138
lodo,saúde,bert_meta-RandomForest,author_seen_in_development,False,109,0.7431192660550459
lodo,saúde,bert_meta-RandomForest,author_seen_in_development,True,34,0.6470588235294118
lodo,ambiente,bert_meta-SVC,author_seen_in_fit_train,False,17,0.7647058823529411
lodo,ambiente,bert_meta-SVC,author_seen_in_fit_train,True,5,1.0
lodo,ambiente,bert_meta-SVC,author_seen_in_development,False,17,0.7647058823529411
lodo,ambiente,bert_meta-SVC,author_seen_in_development,True,5,1.0
lodo,celebridades,bert_meta-SVC,author_seen_in_fit_train,False,7,0.7142857142857143
lodo,celebridades,bert_meta-SVC,author_seen_in_fit_train,True,1,1.0
lodo,celebridades,bert_meta-SVC,author_seen_in_development,False,7,0.7142857142857143
lodo,celebridades,bert_meta-SVC,author_seen_in_development,True,1,1.0
lodo,economia,bert_meta-SVC,author_seen_in_fit_train,False,4,1.0
lodo,economia,bert_meta-SVC,author_seen_in_fit_train,True,4,0.5
lodo,economia,bert_meta-SVC,author_seen_in_development,False,4,1.0
lodo,economia,bert_meta-SVC,author_seen_in_development,True,4,0.5
lodo,outros,bert_meta-SVC,author_seen_in_fit_train,False,31,0.8064516129032258
lodo,outros,bert_meta-SVC,author_seen_in_fit_train,True,13,0.9230769230769231
lodo,outros,bert_meta-SVC,author_seen_in_development,False,31,0.8064516129032258
lodo,outros,bert_meta-SVC,author_seen_in_development,True,13,0.9230769230769231
lodo,política,bert_meta-SVC,author_seen_in_fit_train,False,383,0.7049608355091384
lodo,política,bert_meta-SVC,author_seen_in_fit_train,True,52,0.8269230769230769
lodo,política,bert_meta-SVC,author_seen_in_development,False,380,0.7026315789473684
lodo,política,bert_meta-SVC,author_seen_in_development,True,55,0.8363636363636363
lodo,saúde,bert_meta-SVC,author_seen_in_fit_train,False,114,0.7368421052631579
lodo,saúde,bert_meta-SVC,author_seen_in_fit_train,True,29,0.7241379310344828
lodo,saúde,bert_meta-SVC,author_seen_in_development,False,109,0.7431192660550459
lodo,saúde,bert_meta-SVC,author_seen_in_development,True,34,0.7058823529411765
lodo,ambiente,bert_num-LogisticRegression,author_seen_in_fit_train,False,17,0.8235294117647058
lodo,ambiente,bert_num-LogisticRegression,author_seen_in_fit_train,True,5,1.0
lodo,ambiente,bert_num-LogisticRegression,author_seen_in_development,False,17,0.8235294117647058
lodo,ambiente,bert_num-LogisticRegression,author_seen_in_development,True,5,1.0
lodo,celebridades,bert_num-LogisticRegression,author_seen_in_fit_train,False,7,0.7142857142857143
lodo,celebridades,bert_num-LogisticRegression,author_seen_in_fit_train,True,1,1.0
lodo,celebridades,bert_num-LogisticRegression,author_seen_in_development,False,7,0.7142857142857143
lodo,celebridades,bert_num-LogisticRegression,author_seen_in_development,True,1,1.0
lodo,economia,bert_num-LogisticRegression,author_seen_in_fit_train,False,4,0.75
lodo,economia,bert_num-LogisticRegression,author_seen_in_fit_train,True,4,0.5
lodo,economia,bert_num-LogisticRegression,author_seen_in_development,False,4,0.75
lodo,economia,bert_num-LogisticRegression,author_seen_in_development,True,4,0.5
lodo,outros,bert_num-LogisticRegression,author_seen_in_fit_train,False,31,0.8387096774193549
lodo,outros,bert_num-LogisticRegression,author_seen_in_fit_train,True,13,0.8461538461538461
lodo,outros,bert_num-LogisticRegression,author_seen_in_development,False,31,0.8387096774193549
lodo,outros,bert_num-LogisticRegression,author_seen_in_development,True,13,0.8461538461538461
lodo,política,bert_num-LogisticRegression,author_seen_in_fit_train,False,383,0.7049608355091384
lodo,política,bert_num-LogisticRegression,author_seen_in_fit_train,True,52,0.8846153846153846
lodo,política,bert_num-LogisticRegression,author_seen_in_development,False,380,0.7026315789473684
lodo,política,bert_num-LogisticRegression,author_seen_in_development,True,55,0.8909090909090909
lodo,saúde,bert_num-LogisticRegression,author_seen_in_fit_train,False,114,0.7368421052631579
lodo,saúde,bert_num-LogisticRegression,author_seen_in_fit_train,True,29,0.7931034482758621
lodo,saúde,bert_num-LogisticRegression,author_seen_in_development,False,109,0.7247706422018348
lodo,saúde,bert_num-LogisticRegression,author_seen_in_development,True,34,0.8235294117647058
lodo,ambiente,bert_num-RandomForest,author_seen_in_fit_train,False,17,0.7058823529411765
lodo,ambiente,bert_num-RandomForest,author_seen_in_fit_train,True,5,1.0
lodo,ambiente,bert_num-RandomForest,author_seen_in_development,False,17,0.7058823529411765
lodo,ambiente,bert_num-RandomForest,author_seen_in_development,True,5,1.0
lodo,celebridades,bert_num-RandomForest,author_seen_in_fit_train,False,7,0.7142857142857143
lodo,celebridades,bert_num-RandomForest,author_seen_in_fit_train,True,1,1.0
lodo,celebridades,bert_num-RandomForest,author_seen_in_development,False,7,0.7142857142857143
lodo,celebridades,bert_num-RandomForest,author_seen_in_development,True,1,1.0
lodo,economia,bert_num-RandomForest,author_seen_in_fit_train,False,4,0.75
lodo,economia,bert_num-RandomForest,author_seen_in_fit_train,True,4,0.5
lodo,economia,bert_num-RandomForest,author_seen_in_development,False,4,0.75
